 workload,recordtype,operation
onedrive,sharepoint,appcatalogcreated
onedrive,sharepoint,clientviewsignaled
onedrive,sharepoint,deviceaccesspolicychanged
onedrive,sharepoint,disablesharingfornonowners
onedrive,sharepoint,disallowinfectedfiledownloaddisabled
onedrive,sharepoint,disallowinfectedfiledownloadenabled
onedrive,sharepoint,documentlibraryversionpolicybulkupdatestarted
onedrive,sharepoint,ediscoveryholdapplied
onedrive,sharepoint,ediscoveryholdremoved
onedrive,sharepoint,ediscoverysearchperformed
onedrive,sharepoint,filecopied
onedrive,sharepoint,filemoved
onedrive,sharepoint,filepreviewed
onedrive,sharepoint,fileversionbulkdeletionstarted
onedrive,sharepoint,fileversionbulkexpirationbyschedulestarted
onedrive,sharepoint,fileversionexpirationdateupdated
onedrive,sharepoint,fileversionexpirationreportstarted
onedrive,sharepoint,flowtriggered
onedrive,sharepoint,foldercopied
onedrive,sharepoint,foldermoved
onedrive,sharepoint,groupadded
onedrive,sharepoint,groupremoved
onedrive,sharepoint,groupsettingchanged
onedrive,sharepoint,groupupdated
onedrive,sharepoint,hostsiteset
onedrive,sharepoint,hubsitejoined
onedrive,sharepoint,hubsiteregistered
onedrive,sharepoint,hubsiteunjoined
onedrive,sharepoint,hubsiteunregistered
OneDrive,SharePoint,ListDesignInvoked
onedrive,sharepoint,managedsyncclientallowed
OneDrive,SharePoint,MigrationJobCompleted
onedrive,sharepoint,networkaccesspolicychanged
onedrive,sharepoint,newsubsiteinmodernsetting
onedrive,sharepoint,notificationpreferencechanged
onedrive,sharepoint,odbnextuxsettings
onedrive,sharepoint,odbsyncbuttonmodechanged
onedrive,sharepoint,officeondemandset
onedrive,sharepoint,pageprefetched
onedrive,sharepoint,pageviewed
onedrive,sharepoint,pageviewedextended
onedrive,sharepoint,permissionleveladded
onedrive,sharepoint,permissionlevelmodified
onedrive,sharepoint,permissionlevelremoved
onedrive,sharepoint,removedfromsharedwithme
onedrive,sharepoint,searchqueryperformed
onedrive,sharepoint,secondarymysiteownerset
onedrive,sharepoint,sensitivitylabelapplied
onedrive,sharepoint,sensitivitylabelremoved
onedrive,sharepoint,sharinginvitationblocked
onedrive,sharepoint,sharingpolicychanged
onedrive,sharepoint,siteadminchangerequest
onedrive,sharepoint,sitecollectioncreated
onedrive,sharepoint,sitecollectionquotamodified
onedrive,sharepoint,sitecreationsettingchanged
onedrive,sharepoint,sitedesignscheduled
onedrive,sharepoint,sitefileversiontrimmingsettingschanged
onedrive,sharepoint,sitegeomovecompleted
onedrive,sharepoint,sitegeomovescheduled
OneDrive,SharePoint,SiteIBModeChanged
onedrive,sharepoint,siteibmodeset
onedrive,sharepoint,siteibsegmentschanged
onedrive,sharepoint,siteibsegmentsset
onedrive,sharepoint,sitelockschanged
onedrive,sharepoint,siterenamed
onedrive,sharepoint,siterenamescheduled
onedrive,sharepoint,sitesensitivitylabelapplied
onedrive,sharepoint,sitesensitivitylabelchanged
onedrive,sharepoint,sitesharingreportjobcreated
onedrive,sharepoint,sitesharingreportjobdeleted
onedrive,sharepoint,siteswapped
onedrive,sharepoint,siteswapscheduled
onedrive,sharepoint,teamsitesyncbuttonmodechanged
onedrive,sharepoint,tenantcdnenabled
onedrive,sharepoint,tenantdeleted
onedrive,sharepoint,tenantdnsdeleted
onedrive,sharepoint,tenantreenabled
onedrive,sharepoint,tenantsuspended
onedrive,sharepoint,unmanagedsyncclientblocked
onedrive,sharepoint,userprofilepropertiesexported
onedrive,sharepoint,webaccessrequestapprovermodified
onedrive,sharepoint,webmemberscansharemodified
onedrive,sharepoint,webrequestaccessmodified
onedrive,sharepointcommentoperation,commentcreated
onedrive,sharepointcommentoperation,commentdeleted
OneDrive,SharePointCommentOperation,CommentEdit
onedrive,sharepointcontenttypeoperation,listcontenttypecreated
onedrive,sharepointcontenttypeoperation,listcontenttypedeleted
onedrive,sharepointcontenttypeoperation,listcontenttypeupdated
onedrive,sharepointcontenttypeoperation,sitecontenttypecreated
onedrive,sharepointcontenttypeoperation,sitecontenttypedeleted
onedrive,sharepointcontenttypeoperation,sitecontenttypeupdated
onedrive,sharepointfieldoperation,fileaccessed
onedrive,sharepointfieldoperation,listcolumncreated
onedrive,sharepointfieldoperation,listcolumndeleted
onedrive,sharepointfieldoperation,listcolumnupdated
onedrive,sharepointfieldoperation,sitecolumncreated
onedrive,sharepointfieldoperation,sitecolumndeleted
onedrive,sharepointfieldoperation,sitecolumnupdated
onedrive,sharepointfileoperation,addedtosharedwithme
onedrive,sharepointfileoperation,allcommentsdeleted
onedrive,sharepointfileoperation,approvefordelete
onedrive,sharepointfileoperation,commentsdisabled
onedrive,sharepointfileoperation,commentsenabled
onedrive,sharepointfileoperation,compliancesettingchanged
OneDrive,SharePointFileOperation,CustomThumbnailUploaded
onedrive,sharepointfileoperation,documentsensitivitymismatchdetected
onedrive,sharepointfileoperation,extendretention
onedrive,sharepointfileoperation,fileaccessed
onedrive,sharepointfileoperation,fileaccessedextended
onedrive,sharepointfileoperation,filearchived
onedrive,sharepointfileoperation,filecheckedin
onedrive,sharepointfileoperation,filecheckedout
onedrive,sharepointfileoperation,filecheckoutdiscarded
onedrive,sharepointfileoperation,filecopied
onedrive,sharepointfileoperation,filedeleted
onedrive,sharepointfileoperation,filedeletedfirststagerecyclebin
onedrive,sharepointfileoperation,filedeletedsecondstagerecyclebin
onedrive,sharepointfileoperation,filedownloaded
onedrive,sharepointfileoperation,filemalwaredetected
onedrive,sharepointfileoperation,filemalwareinfectionstatereverted
OneDrive,SharePointFileOperation,FileMediaThumbnailSetCreated
OneDrive,SharePointFileOperation,FileMediaThumbnailSourceContentAccessed
onedrive,sharepointfileoperation,filemodified
onedrive,sharepointfileoperation,filemodifiedextended
onedrive,sharepointfileoperation,filemoved
onedrive,sharepointfileoperation,filepreviewed
onedrive,sharepointfileoperation,filerecycled
onedrive,sharepointfileoperation,filerenamed
onedrive,sharepointfileoperation,filerestored
onedrive,sharepointfileoperation,filesensitivitylabelapplied
onedrive,sharepointfileoperation,filesensitivitylabelapplyfailed
onedrive,sharepointfileoperation,filesensitivitylabelchanged
onedrive,sharepointfileoperation,filesensitivitylabelchangefailed
onedrive,sharepointfileoperation,filesensitivitylabelremoved
onedrive,sharepointfileoperation,filesensitivitylabelremovefailed
onedrive,sharepointfileoperation,filesyncdownloadedfull
onedrive,sharepointfileoperation,filesyncdownloadedpartial
onedrive,sharepointfileoperation,filesyncuploadedfull
OneDrive,SharePointFileOperation,FileTimelineMetadataAccessed
OneDrive,SharePointFileOperation,FileTimelineMetadataEdited
onedrive,sharepointfileoperation,filetranscriptcontentaccessed
OneDrive,SharePointFileOperation,FileTranscriptContentEdited
onedrive,sharepointfileoperation,filetranscriptcreated
OneDrive,SharePointFileOperation,FileTranscriptDeleted
onedrive,sharepointfileoperation,filetranscriptrequested
onedrive,sharepointfileoperation,fileunarchived
onedrive,sharepointfileoperation,fileunarchiverequested
onedrive,sharepointfileoperation,fileuploaded
OneDrive,SharePointFileOperation,FileUploadedPartial
onedrive,sharepointfileoperation,fileversiondeleted
onedrive,sharepointfileoperation,fileversionrecycled
onedrive,sharepointfileoperation,fileversionsalldeleted
onedrive,sharepointfileoperation,fileversionsallminorsrecycled
onedrive,sharepointfileoperation,fileversionsallrecycled
onedrive,sharepointfileoperation,foldercopied
onedrive,sharepointfileoperation,foldercreated
onedrive,sharepointfileoperation,folderdeleted
onedrive,sharepointfileoperation,folderdeletedfirststagerecyclebin
onedrive,sharepointfileoperation,folderdeletedsecondstagerecyclebin
onedrive,sharepointfileoperation,foldermodified
onedrive,sharepointfileoperation,foldermoved
onedrive,sharepointfileoperation,folderrecycled
onedrive,sharepointfileoperation,folderrenamed
onedrive,sharepointfileoperation,folderrestored
onedrive,sharepointfileoperation,reactionadded
onedrive,sharepointfileoperation,reactiondeleted
onedrive,sharepointfileoperation,reactionsdisabled
onedrive,sharepointfileoperation,reactionsenabled
onedrive,sharepointfileoperation,recorddelete
onedrive,sharepointfileoperation,recordlocked
onedrive,sharepointfileoperation,recordunlocked
onedrive,sharepointfileoperation,shortcutadded
onedrive,sharepointfileoperation,shortcutremoved
onedrive,sharepointfileoperation,sitedeleted
onedrive,sharepointfileoperation,tagapplied
onedrive,sharepointfileoperation,tagunapplied
onedrive,sharepointfileoperation,teamsmeetingrecordinguploaded
onedrive,sharepointfileoperation,videorequested
onedrive,sharepointfileoperation,wactokenshared
onedrive,sharepointlistoperation,fileaccessed
onedrive,sharepointlistoperation,listcreated
onedrive,sharepointlistoperation,listdeleted
OneDrive,SharePointListOperation,ListIndexCreated
OneDrive,SharePointListOperation,ListItemApprovalCreated
onedrive,sharepointlistoperation,listitemcreated
onedrive,sharepointlistoperation,listitemdeleted
onedrive,sharepointlistoperation,listitemrecycled
onedrive,sharepointlistoperation,listitemrestored
onedrive,sharepointlistoperation,listitemupdated
onedrive,sharepointlistoperation,listitemviewed
onedrive,sharepointlistoperation,listrestored
onedrive,sharepointlistoperation,listupdated
onedrive,sharepointlistoperation,listviewcreated
onedrive,sharepointlistoperation,listviewed
onedrive,sharepointlistoperation,listviewupdated
onedrive,sharepointsharingoperation,accessrequestapproved
onedrive,sharepointsharingoperation,accessrequestcreated
onedrive,sharepointsharingoperation,accessrequestrejected
onedrive,sharepointsharingoperation,accessrequestupdated
onedrive,sharepointsharingoperation,addedtogroup
onedrive,sharepointsharingoperation,addedtosecurelink
onedrive,sharepointsharingoperation,addedToSharingLink
onedrive,sharepointsharingoperation,addressbarlinkdeleted
onedrive,sharepointsharingoperation,addressbarlinkgenerated
onedrive,sharepointsharingoperation,addressbarlinkused
onedrive,sharepointsharingoperation,anonymouslinkcreated
onedrive,sharepointsharingoperation,anonymouslinkremoved
onedrive,sharepointsharingoperation,anonymouslinkupdated
onedrive,sharepointsharingoperation,anonymouslinkused
onedrive,sharepointsharingoperation,companylinkcreated
onedrive,sharepointsharingoperation,companylinkremoved
onedrive,sharepointsharingoperation,companylinkupdated
onedrive,sharepointsharingoperation,companylinkused
onedrive,sharepointsharingoperation,filerequestused
onedrive,sharepointsharingoperation,removedfromgroup
onedrive,sharepointsharingoperation,removedfromsecurelink
OneDrive,SharePointSharingOperation,RemovedFromSharingLink
onedrive,sharepointsharingoperation,removedfromsitecollection
onedrive,sharepointsharingoperation,securelinkcreated
onedrive,sharepointsharingoperation,securelinkdeleted
onedrive,sharepointsharingoperation,securelinkupdated
onedrive,sharepointsharingoperation,securelinkused
onedrive,sharepointsharingoperation,sharinginheritancebroken
onedrive,sharepointsharingoperation,sharinginheritancereset
onedrive,sharepointsharingoperation,sharinginvitationcreated
OneDrive,SharePointSharingOperation,SharingLinkCreated
OneDrive,SharePointSharingOperation,SharingLinkDeleted
OneDrive,SharePointSharingOperation,SharingLinkUpdated
OneDrive,SharePointSharingOperation,SharingLinkUsed
onedrive,sharepointsharingoperation,sharingrevoked
onedrive,sharepointsharingoperation,sharingset
onedrive,sharepointsharingoperation,sitecollectionadminadded
onedrive,sharepointsharingoperation,sitecollectionadminremoved
onedrive,sharepointsharingoperation,userexpirationchanged
OneDrive,UnifiedSimulationMatchedItem,UnifiedSimulationRuleMatch
onedriveforbusiness,mipautolabelsharepointitem,autosensitivitylabelrulematch
onedriveforbusiness,mipautolabelsharepointitem,autosensitivitylabelruleundo
onedriveforbusiness,mipautolabelsharepointpolicylocation,autosensitivitylabellocationprocessingcompleted
onedriveforbusiness,mipautolabelsimulationcompletion,mipautolabelsimulationcompletion
onedriveforbusiness,mipautolabelsimulationprogress,mipautolabelsimulationprogress
onedriveforbusiness,mipautolabelsimulationstatistics,mipautolabelsimulationstatistics
OneDriveForBusiness,UnifiedSimulationMatchedItem,UnifiedSimulationRuleMatch
onpremisesfilesharescanner,onpremisesfilesharescannerdlp,dlpruleenforced
onpremisesfilesharescanner,onpremisesfilesharescannerdlp,dlprulematch
onpremisesfilesharescanner,onpremisesfilesharescannerdlp,dlprulematched
onpremisessharepointscanner,onpremisessharepointscannerdlp,dlprulematch
outlook,sensitivitylabelaction,sensitivitylabelapplied
outlook,sensitivitylabelaction,sensitivitylabelremoved
outlook,sensitivitylabelaction,sensitivitylabelupdated
PaginatedReports,PowerBIAudit,CreateEmailSubscription
PaginatedReports,PowerBIAudit,CreateReport
PaginatedReports,PowerBIAudit,DeleteReport
PaginatedReports,PowerBIAudit,DownloadReport
PaginatedReports,PowerBIAudit,ExportArtifact
PaginatedReports,PowerBIAudit,GenerateEmbedToken
PaginatedReports,PowerBIAudit,RunEmailSubscription
PaginatedReports,PowerBIAudit,UpdateEmailSubscription
PaginatedReports,PowerBIAudit,ViewReport
peopleadmin,peopleadminsettings,modifiedpeopleadminsettings
planner,plannerchatmessage,chatmessagecreated
planner,plannerchatmessage,chatmessagedeleted
planner,plannerchatmessage,chatmessagemodified
planner,plannerchatmessage,chatmessagereactionadded
planner,plannerchatmessage,chatmessagereactionremoved
planner,plannerchatmessagelist,chatmessagelistread
planner,plannercopyplan,plancopied
planner,plannergoal,goalcreated
planner,plannergoal,goaldeleted
planner,plannergoal,goalmodified
planner,plannergoal,goalread
planner,plannergoallist,goallistread
planner,plannerplan,planchatcreated
planner,plannerplan,plancreated
planner,plannerplan,plandeleted
planner,plannerplan,planmodified
planner,plannerplan,planread
planner,plannerplan,plansharedwithcontaineradded
planner,plannerplan,plansharedwithcontainermodified
planner,plannerplan,plansharedwithcontainerremoved
planner,plannerplanlist,planlistread
planner,plannerplansensitivitylabel,plansensitivitylabelupdated
planner,plannerroster,rostercreated
planner,plannerroster,rosterdeleted
planner,plannerroster,rostermemberadded
planner,plannerroster,rostermemberdeleted
planner,plannerrostersensitivitylabel,rostersensitivitylabelupdated
planner,plannertask,taskassigned
planner,plannertask,taskchatcreated
planner,plannertask,taskcompleted
planner,plannertask,taskcreated
planner,plannertask,taskdeleted
planner,plannertask,taskmodified
planner,plannertask,taskread
planner,plannertasklist,tasklistread
planner,plannertenantsettings,tenantsettingsupdated
powerapps,powerappsapp,admindeleteapp
powerapps,powerappsapp,adminmodifyappowner
powerapps,powerappsapp,adminmodifyapppermissions
powerapps,powerappsapp,adminquarantineapp
powerapps,powerappsapp,adminrestoredeletepowerapp
powerapps,powerappsapp,adminsetallowedthirdpartyapps
powerapps,powerappsapp,adminsetappasfeatured
powerapps,powerappsapp,adminsetappbypassconsent
powerapps,powerappsapp,adminsetappconditionalaccess
powerapps,powerappsapp,adminsetappdesiredlogicalname
powerapps,powerappsapp,appdlpevaluationresultchange
powerapps,powerappsapp,createpowerapp
powerapps,powerappsapp,deletepowerapp
powerapps,powerappsapp,deletepowerappversion
powerapps,powerappsapp,importexistingcanvasapp
powerapps,powerappsapp,importnewcanvasapp
powerapps,powerappsapp,launchpowerapp
powerapps,powerappsapp,markpowerappasfeatured
powerapps,powerappsapp,markpowerappashero
powerapps,powerappsapp,patchpowerapp
powerapps,powerappsapp,powerapppermissiondeleted
powerapps,powerappsapp,powerapppermissionedited
powerapps,powerappsapp,promotepowerappversion
